company_raw,company_name,is_staffing,company_id
Technology Recruiting Solutions Inc,Technology Recruiting Solutions,True,5413
Hsn,HSN,False,5414
Simplified IT Solutions,Simplified It Solutions,False,5415
"Atlas Air, Inc",Atlas Air,False,5416
iTechminds Global LLC,Unclassified,False,5417
Area Agency On Aging 1-b,Area Agency On Aging 1-B,False,5418
IAV Automotive Engineering Inc,Iav Automotive Engineering,False,5419
ArchWell Health,Archwell Health - Overland Park,False,5420
Guitar Center,Guitar Center Stores,False,5421
"OneTrust, LLC",Onetrust,False,5422
Northwest Indiana Community Action,Northwest Indiana Community Action Corporation,False,5423
Inova Staffing Services,Inova Staffing,True,5424
Presidio,Presidio,False,5425
ESP Services,Esp Services,False,5426
Maxim Healthcare Services,Maxim Healthcare Services,False,5427
LINDER INDUSTRIAL MACHINERY COMPANY,Linder Industrial Machinery Company,False,5428
Tongass Federal Credit Union,Tongass Federal Credit Union,False,5429
The Vanguard Group,The Vanguard Group,False,5430
SoftSense Solution LLC,Unclassified,False,5431
Elastic,Elastic,False,5432
Cloudflare,Cloudflare,False,5433
Incubation Systems Private Limited,Incubation Systems,False,5434
Corteva,Corteva,False,5435
American Heart Association,American Heart Association,False,5436
Nextant LLC,Nextant,False,5437
Guardian Life,Guardian Life,False,5438
Bryan Cave,Bryan Cave,False,5439
Trinidad State Junior College,Trinidad State Junior College,False,5440
"Adecco US, Inc.",Adecco,True,5441
Lee Company,Lee Company,False,5442
"Aspira Labs, Inc.",Aspira Labs,False,5443
VaynerMedia LLC,Vaynermedia,False,5444
American Express,American Express,False,5445
HMG America,HMG America,False,5446
3D Systems,3D Systems,False,5447
GN Hearing Care Corporation,Gn Resound North America,False,5448
B&H Photo,B&h Photo,False,5449
VML South Africa,Vml South Africa,False,5450
3i Infotech Inc.,3I Infotech,False,5451
"Crocs, Inc.",Crocs,False,5452
Crystal Tractor of Cairo,Unclassified,False,5453
"Puget Energy, Inc.",Puget Sound Energy,False,5454
Utica National Insurance Group,Utica National Insurance Group,False,5455
STAID LOGIC,"Staid Logic, L.L.C.",False,5456
Mercedes-Benz R&D North America,Mercedes-Benz Group,False,5457
"Blue Cross and Blue Shield of Massachusetts, Inc.",Blue Cross Blue Shield,False,5458
Centura,Centura Health,False,5459
BAKER HUGHES OILFIELD,Baker Hughes,False,5460
"Alrek Business Solutions, Inc",Alrek Business Solutions,False,5461
The Tatitlek Corporation,The Tatitlek Corporation,False,5462
SparkCognition,Sparkcognition,False,5463
The City of Albuquerque,City Of Albuquerque,False,5464
Ensign-Bickford Industries,Ensign-Bickford Aerospace & Defense Company,False,5465
"IITJobs, Inc.",Iitjobs,True,5466
Hydrogen Group plc,Hydrogen Group,True,5467
ABD Solutions inc,Abd Solutions,False,5468
Lincoln Property Company,Lincoln Property,False,5469
Carle Foundation Hospital,Carle Foundation Hospital,False,5470
"Consolidated Communications Enterprise Services, Inc.",Consolidated Communications Enterprise Services,False,5471
"Winning Edge Solutions, LLC",Winning Edge Solutions,True,5472
Interas LLC,The Partners Group,False,5473
Digital Federal Credit Union / DCU,Unclassified,False,5474
Bashas' Supermarkets,Bashas,False,5475
Consolidated Metco,Consolidated Metco,False,5476
"Aktion Associates, Inc",Aktion Associates,False,5477
Sutter Shared Lab LLC,Sutter Shared Lab,False,5478
Summit Orthopedics,Summit Orthopedics,False,5479
MAC DISCOUNT LLC,Mic Mac Discount,False,5480
Injectech,Injectech,False,5481
"OneMain Financial Group, LLC",OneMain Financial,False,5482
Medical City Weatherford,Medical City Healthcare,False,5483
"Ruchman and Associates, INC",Ruchman And Associates,False,5484
After School Matters,After School Matters,False,5485
WEX Payments Inc,Wex Corporate Payments,False,5486
Inspired Closets Vermont,Inspired Closets Vermont,False,5487
Synterex,Synterex,False,5488
Galorath Inc.,Galorath Incorporated,False,5489
Edgecombe Community College,Edgecombe Community College,False,5490
Charter Schools USA Inc.,Charter Schools USA,False,5491
"Morgan Business Consulting, LLC",Morgan Business Consulting,False,5492
"7N USA, Inc.",7N,False,5493
EDWARD JONES,Edward Jones,False,5494
Modesto City Schools,Modesto City Schools,False,5495
Aduril Industries,Unclassified,False,5496
Unknown,CDW,False,5497
"InfoSpeed Services, Inc.",Infospeed Services,False,5498
PT Asuransi Jiwa Manulife Indonesia.,Manulife,False,5499
"Center for Internet Security, Inc.",Center For Internet Security,False,5500
Swisslog Healthcare,Swisslog Healthcare,False,5501
"First Watch Restaurants, Inc.",First Watch,False,5502
GrowthAssistant,Growthassistant,False,5503
DataVisor,Datavisor,False,5504
Brookdale Senior Living Inc,Brookdale Senior Living,False,5505
"Experity, Inc.",Experity,False,5506
The Cigna Group,Cigna,False,5507
Techwaukee,Techwaukee,False,5508
Federal Reserve Bank (FRB),Federal Reserve Bank,False,5509
CEDENT,Cedent,False,5510
ICONMA,ICONMA,True,5511
Cross Insurance,Cross Insurance,False,5512
Skywalk Global,Skywalk Global,True,5513
Kaiser Permanente,Kaiser Permanente,False,5514
Venteon,Venteon,True,5515
D E M ENTERPRISES,D E M Enterprises,False,5516
"Apex Systems, Inc",ASGN,True,5517
Cartons & Crates Packaging & Shipping Company,Unclassified,False,5518
Community Choice Financial Family of Brands,Ccf Holdings,False,5519
"Jpmorgan Chase Bank, N.A.",JPMorgan Chase,False,5520
"New Resources Consulting, LLC",New Resources Consulting,False,5521
Teledyne,Teledyne,False,5522
Ensono,Ensono,False,5523
Starbucks Coffee Company,Starbucks,False,5524
Kelly Services Inc.,Kelly Services,True,5525
Samsung Electronics,Samsung,False,5526
Unisys Corporation,Unisys,False,5527
SonderMind Careers,Unclassified,False,5528
Blue Cross and Blue Shield Association,Blue Cross Blue Shield Association,False,5529
Xometry Inc,Xometry,False,5530
I29 RV & MARINE,Unclassified,False,5531
"OXY, Inc.",Oxy Agency,False,5532
Parmesoft Inc.,Parmesoft,False,5533
Envision Technology Solutions,Envision Technology Solutions,False,5534
"Franchise World Headquarters, LLC",Franchise World Headquarters.,False,5535
Swarky Solutions Corporation,Swarky Solutions,False,5536
"Matson, Inc",Matson,False,5537
Anheuser-Busch,Anheuser-Busch,False,5538
Smart IT Frame LLC,Smart It Frame,False,5539
Mirion Technologies,Mirion Technologies,False,5540
SWK Technologies,Swk Technologies,False,5541
K2S Global Solutions LLC,Unclassified,False,5542
Space Coast Credit Union,Space Coast Credit Union,False,5543
Internet Brands,Internet Brands,False,5544
CompQsoft,CompQsoft,False,5545
Shure,Shure Incorporated,False,5546
IT America Inc,IT America Inc,False,5547
Everest Technologies,Everest Technologies Co.,False,5548
Bluefish Technologies,Bluefish Technologies Limited,False,5549
Wis Phys Svc Ins Corp,Unclassified,False,5550
Autism House,Autism House,False,5551
Uptime Unlimited,Uptime Unlimited,False,5552
"10976 Citi Fund Services Ohio, Inc.",Citigroup,False,5553
"Indeed, Inc.",Unclassified,False,5554
MGrid Technologies,Mgrid Technologies ( It Solutions Expert),False,5555
Echo Global Logistics,Echo Global Logistics,False,5556
Tek Placements,Unclassified,False,5557
Emonics Healthcare LLC,Unclassified,False,5558
"RBC Capital Markets, LLC",Royal Bank of Canada,False,5559
Adbakx,Adbakx,False,5560
UF Health Shands Hospital,UF Health Shands Hospital,False,5561
Quest Global,Quest Global,False,5562
EmployVision,Employvision,True,5563
Research Corporation of the University of Hawaii,University of Hawaii,False,5564
miOttawa.org,Unclassified,False,5565
University of California - Santa Cruz,University of California,False,5566
Morganstanley,Morganstanley Smithbarney,False,5567
eBusiness Technologies Corp.,Ebusiness Technologies,False,5568
Na Ali'i,Na Ali'i,False,5569
Maximus Inc,Maximus,False,5570
Park Place Technologies,Park Place Technologies,False,5571
Allamericanwaterrestoration,Unclassified,False,5572
Bacardi-Martini,Bacardi-Martini,False,5573
Tetra Tech International Development,Tetra Tech International Development,False,5574
Compass Lexecon,Compass Lexecon,False,5575
Dell Products LP (1010),Dell Technologies,False,5576
Michigan Association of School Boards,Michigan Association Of School Boards,False,5577
West Calcasieu Cameron Hospital,West Calcasieu Cameron Hospital,False,5578
"EAB Global, Inc.",EAB,False,5579
Veear,Veear Projects,False,5580
Reckitt Benckiser Group plc.,Reckitt,False,5581
Sonos Inc.,Sonos,False,5582
Reagan Wireless,Reagan Wireless Corp.,False,5583
Orgspire Inc,Orgspire,False,5584
KaiHonua,Kaihonua,False,5585
Kashiyama-USA,Kashiyama-USA,False,5586
CLJ Consulting And Contracting LLC,Clj Consulting And Contracting,False,5587
One Call,One Call,False,5588
Pilot Company,Pilot Company,False,5589
WORKIVA INC.,Workiva,False,5590
Artymis LLC,Artymis Limited,False,5591
"Annaly Capital Management, Inc.",Annaly Capital Management,False,5592
OFFSITE,Offsite,False,5593
Encore Access,Encore Access,False,5594
Jabil Circuit,Jabil,False,5595
Purple Drive,Purple Drive,False,5596
Harrington Logistics LLC,Harrington Logistics,False,5597
Daimler Trucks North America LLC.,Mercedes-Benz Group,False,5598
"FCS, Inc.",FCS Incorporated,True,5599
University of Washington Bothell,University of Washington,False,5600
DIRECTV,DirecTV,False,5601
Oak Ridge National Laboratory,Oak Ridge National Laboratory,False,5602
Motion Recruitment Partners,Motion Recruitment,True,5603
Kollasoft Inc.,Kollasoft.,False,5604
INSPYR Solutions,INSPYR Solutions,True,5605
Fresenius,Fresenius,False,5606
Abbott Laboratories Limited,Abbott Laboratories,False,5607
Unum,Unum,False,5608
Braintree Technology Solutions,Braintree Technology Solutions,False,5609
Hughes Federal Credit Union,Hughes Federal Credit Union,False,5610
INNOVIT USA INC,Innovit USA,False,5611
Wabtec,Wabtec,False,5612
Wirtz Beverage Group,Wirtz Beverage Group,False,5613
Georgia Department of Transportation,Georgia Department Of Transportation,False,5614
"R Systems, Inc.",R Systems International,False,5615
SecureKloud Technologies Inc.,Securekloud Technologies,False,5616
â€‹Windsor Windows & Doors,Windsor Windows And Doors,False,5617
Pratt & Whitney,Pratt & Whitney,False,5618
Iron Mountain Incorporated,Iron Mountain,False,5619
CCC Information Services Inc.,CCC Intelligent Solutions,False,5620
Jacobs Engineering Group Inc.,Jacobs Engineering Group,False,5621
Core Services Group,Core Services Group,False,5622
Royal Caribbean Group,Royal Caribbean Cruises,False,5623
"Ert, Inc",Clario,False,5624
"Encompass Health Solutions, Inc.",Encompass Health,False,5625
Wagner College,Wagner College,False,5626
"Anne Arundel County, MD",Anne Arundel County,False,5627
USD010 Ankura Consulting Group LLC,Unclassified,False,5628
Proliance Consulting,Proliance Consulting,False,5629
Archway Physician Recruitment,Archway Physician Recruitment,True,5630
vArida-Tech Inc.,Varida-tech,False,5631
Palnar,Palnar,True,5632
Leonardo DRS,Leonardo DRS,False,5633
Alvin ISD,Alvin Isd,False,5634
Farm Credit of Southern Colorado,Farm Credit Of Southern Colorado,False,5635
Fireworks Electric,Fireworks Electric,False,5636
HCL Technologies Limited India,Unclassified,False,5637
Turner & Townsend,Turner & Townsend,False,5638
MAA,MAA,False,5639
"Kenshoo, Ltd.",Kenshoo,False,5640
Inizio Evoke,Unclassified,False,5641
HCL Technologies Ltd.,HCL Technologies,False,5642
"Bio-Rad Laboratories, Inc.",Bio-Rad Laboratories,False,5643
Business & Legal Resources,Business & Legal Resources,False,5644
NewYork Presbyterian Hospital,NewYork-Presbyterian Hospital,False,5645
PREMISE HEALTH,Premise Health,False,5646
Steel Point Solutions,Steel Point Solutions,False,5647
Aloha Consulting Group,Aloha Consulting Group,False,5648
IQuasar,iQuasar,False,5649
Executive Technocrats,Executive Technocrats,False,5650
SOMPO INTERNATIONAL,Sompo International,False,5651
DAtec Solutions,Datec Solutions,False,5652
Michigan Milk Producers Association,Michigan Milk Producers Association,False,5653
Big 5 Corp,Big 5,False,5654
"Duke Energy Business Services, LLC",Duke Energy,False,5655
"Napa County, CA",Franciscan Cabernet Sauvignon Napa County Ca,False,5656
Zettalogix INC,Zettalogix,False,5657
C.A. Carlin,Unclassified,False,5658
Dale's Super Store,eBay,False,5659
Pro Financial Health,Unclassified,False,5660
Carter Bank & Trust,Carter Bank & Trust,False,5661
Bold Commerce,Bold Commerce,False,5662
"J&T Investments, Inc.",J&T Investments,False,5663
Disney Cruise Line - The Walt Disney Company,Unclassified,False,5664
"Pyramid Consulting Group, Inc",Pyramid Consulting,True,5665
Premier Systems,Premier Systems,False,5666
Dr. Khanideh,Unclassified,False,5667
Lifesprk,Lifesprk,False,5668
"Experian Information Solutions, Inc.",Experian,False,5669
PLIC Primerica Life Insurance Company,Unclassified,False,5670
"IRIS Software, Inc.",Iris Software,False,5671
Shearer's Foods,Shearer's Foods,False,5672
Ambient AI,Ambient Ai,False,5673
MRCC Solutions,Mrcc Solutions,False,5674
Curacao,Curacao,False,5675
Avidbank,Avidbank,False,5676
"New Chapter, Inc.",New Chapter,False,5677
The Phillips Club,The Phillips Club,False,5678
(Confidential),Unclassified,False,5679
All Points Broadband,All Points Broadband,False,5680
Candex Solutions Inc,Candex Solutions International Ltd,False,5681
HX5LLC,Unclassified,False,5682
Rekor Systems Inc,Rekor Systems,False,5683
Thermo Fisher Scientific Inc.,Thermo Fisher Scientific,False,5684
CorVel Corporation,CorVel,False,5685
Berkley Technology Services LLC,Berkley Technology Services,False,5686
Entergy,Entergy,False,5687
LTIMindtree,Larsen & Toubro,True,5688
Hewlett Packard Enterprise Company,Hewlett Packard Enterprise,False,5689
"TechOp Solutions International, Inc",Techop Solutions International,False,5690
"Analog Devices, Inc.",Analog Devices,False,5691
"MSM Technology, LLC",Msm Technology,False,5692
University of Massachusetts Medical School,University of Massachusetts,False,5693
CloudIQ,Cloud.Iq,False,5694
"Frito-Lay North America, Inc.",Frito Lay,False,5695
Kforce Inc,Kforce,True,5696
Navitas,NÃ¢vitas,False,5697
Coyne & Associates Education Corp,Coyne & Associates Education Corp.,False,5698
"Systems Integration Solutions, Inc.",Systems Integration Solutions,False,5699
"KI Infosystems, LLC",Unclassified,False,5700
"MELE Associates, Inc.",Mele Associates,False,5701
Roberts,Roberts,True,5702
"Array Technologies, Inc",Array Technologies,False,5703
O'Reilly Auto Parts,O'Reilly Auto Parts,False,5704
Revolution Global,Revolution Global,False,5705
Robinhood,Robinhood,False,5706
CA Fortune,C.A. Fortune,False,5707
012 NiSource Corporate Services Co,NiSource,False,5708
CHIPOTLE,Chipotle,False,5709
Global Credit Union,Global Credit Union,False,5710
"Paladin Consulting, Inc.",Paladin Consulting,True,5711
"United Utility Power Services, LLC",Unclassified,False,5712
Sony Pictures,Sony Pictures Entertainment,False,5713
UW Medicine,Uw Medicine,False,5714
CRH,Evans Construction,False,5715
"Communications Test Design, Inc",Communications Test Design,False,5716
Energy Jobline ZR,Unclassified,False,5717
Saatchi & Saatchi (We Are Saatchi),Saatchi & Saatchi,False,5718
New York Life Insurance Co,New York Life,False,5719
WarCollar Industries,Warcollar Industries,False,5720
Tek Inspirations,Tek Inspirations,False,5721
Burrell Preferred Inc.,Unclassified,False,5722
First Bank & Trust,First Bank & Trust,False,5723
Montauk Energy,Montauk Energy Holdings,False,5724
Betenbough Business Services,Betenbough Business Services,False,5725
Barings LLC,Barings,False,5726
BorgWarner Inc.,BorgWarner,False,5727
Napa Post Acute,Napa Post Acute,False,5728
Butler America,Butler America,True,5729
Neumeric Technologies,Neumeric Technologies Corporation,False,5730
TIC Security,Tic Security,False,5731
"Terracon Consultants, Inc.",Terracon Consultants,False,5732
FABLETICS,Fabletics,False,5733
NEOSTRIDE LLC,Neostride,False,5734
08H Federal Reserve Bank of St. Louis,Unclassified,False,5735
Barracuda Networks Inc.,Barracuda Networks,False,5736
Central California Alliance for Health,Central California Alliance For Health,False,5737
Mid-Atlantic Permanente Medical Group,Mid-Atlantic Permanente Medical Group Pc,False,5738
C0001 Acxiom LLC,Acxiom,False,5739
Kemper Corporation,Kemper,False,5740
Super Micro Computer,Supermicro,False,5741
Hoag Memorial Hospital Presbyterian,Hoag Health System,False,5742
AUTOMOBILE PROTECTION CORPORATION,Automobile Protection Corporation,False,5743
"Scope Technologies, Inc",Scope Technologies,False,5744
Yash Solutions LLC,Yash Solutions,True,5745
Dotsher Inc,Unclassified,False,5746
Washington State University,Washington State University,False,5747
Institute for Defense Analyses,Institute For Defense Analyses,False,5748
University of Colorado Anschutz Medical Campus,University of Colorado,False,5749
YMCA of Southeastern North Carolina,142287 - Ymca Of Southeastern North Carolina,False,5750
VOLTICAN INC,Voltican,False,5751
The Reinalt-Thomas Corporation,The Reinalt-Thomas Corporation,False,5752
Simbe Robotics,Simbe Robotics,False,5753
TriMedx,TRIMEDX,False,5754
Torch Technologies Inc.,Torch Technologies,False,5755
"CWI, LLC",Cwi,False,5756
Mary's Center,Mary's Center,False,5757
Interstate Waste Services,Interstate Waste Services,False,5758
Ocean Blue Solutions,Ocean Blue Solutions,False,5759
Joon Georgia Inc. (Ajin Georgia),Unclassified,False,5760
paid by Tempus unlimited,Unclassified,False,5761
J.D. Power,J.D. Power,False,5762
Bright Intelli LLC,Unclassified,False,5763
Savannah-Chatham County Schools,Savannah-chatham County Schools - 21ST Century - Haven Elementary,False,5764
Data Meaning,Data Meaning,False,5765
Pantheon Data,Pantheon Data Services,False,5766
Nicklaushealth,Unclassified,False,5767
Canon Recruiting Group,Canon Recruiting Group,True,5768
Tnemec,Tnemec Company,False,5769
University of Utah Marriott Library,Unclassified,False,5770
"Technical Systems Integration, Inc.",Technical Systems Integration,False,5771
College of Charleston,College Of Charleston,False,5772
ERIE COUNTY,Erie County,False,5773
CIVCO Medical Solutions,Roper Technologies,False,5774
University of Maryland Greenebaum Cancer Center (UMGCC),University of Maryland,False,5775
Hunton Andrews Kurth,Hunton Andrews Kurth Llp,False,5776
Triumph Group,Triumph Group,False,5777
INSTAGRAM,Instagram,False,5778
Allianz Global Corporate & Specialty,Allianz,False,5779
Rockline Industries,Rockline Industries,False,5780
"Leon County Sheriff's Office - Research, Analysis, Planning, and Innovation",Unclassified,False,5781
InterSources,Intersources,True,5782
"ERP Savvy, LLC.","Erp Savvy, Inc.",False,5783
MarketAxess Holdings Inc.,Marketaxess Holdings,False,5784
AES,AES,False,5785
Team Carney,Carney,False,5786
North Carolina Department of Information Technology,North Carolina Department Of Information Technology,False,5787
"JSM & Associates, LLC",Jsm And Associates,False,5788
The Dignify Solutions LLC,The Dignify Solutions,False,5789
SPG Consulting Services LLC,SPG Consulting Services,False,5790
DataKind,Datakind,False,5791
"University of Southern Mississippi, The",University of Southern Mississippi,False,5792
Scadea Solutions Inc,Scadea Solutions,False,5793
YOH Services LLC,Yoh Services,True,5794
WAHVE,Wahve Holdings,False,5795
Hectadata LLC,Unclassified,False,5796
"The Clearing, Inc.",The Clearing,False,5797
Westchester Medical Center,Westchester Medical Center,False,5798
Lighthouse Professional Services,Lighthouse Professional Services,False,5799
Salcomp Manufacturing USA,Salcomp Manufacturing Oy,False,5800
Mastercard Incorporated,Mastercard,False,5801
Harvard University,Harvard University,False,5802
"Information Resource group, Inc.",Information Resource Group Incorporated,False,5803
Bose,Bose,False,5804
Oracle Federal Contractor,Oracle,False,5805
Nakupuna Companies,Nakupuna Companies,False,5806
Marlee (Fingerprint for Success),Marlee,False,5807
PATH (People Assisting the Homeless),Your Path,False,5808
"The Emmes Company, LLC",The Emmes Corporation,False,5809
Thinkfind Corporation,Thinkfind Corporation,False,5810
"People Driven Technology, Inc",People Driven Software,False,5811
Oscar Health,Oscar Insurance Company,False,5812
Halvik Corp,Halvik,False,5813
Eisenhower Health,Eisenhower Health,False,5814
Reynolds Consumer Products,Reynolds Consumer Products,False,5815
Cook Group,Cook Medical,False,5816
Electric Cooperatives of Arkansas,Electric Cooperatives Of Arkansas,False,5817
Vallourec,Vallourec,False,5818
Olin Corporation,Olin,False,5819
ALTA IT Services,ALTA IT Services,False,5820
Blue Yonder GmbH,Jda Software,False,5821
DLL Financial Solutions Partner,Dll Financial Solutions Partner,False,5822
Yakima Valley Farm Workers Clinic,Yakima Valley Farm Workers Clinic,False,5823
eRay Technologies LLC,Eray Technologies,False,5824
Outcomes Operating Inc,Pennsylvania State University,False,5825
Surry Community College,Surry Community College,False,5826
Wolters Kluwer N.V.,Wolters Kluwer,False,5827
Proventus Metrics,Proventus Metrics,False,5828
BURNCO LLC,Burnco USA,False,5829
Onix Networking Corp.,Onix Networking Corp.,False,5830
Mathematica Policy Research,Mathematica Policy Research,False,5831
Sciolex Group,Unclassified,False,5832
"Horizon Farm Credit, ACA",Aca,False,5833
Deposco,Deposco,False,5834
Red Sun Technology,Red Sun Corporation,False,5835
12L Federal Reserve Bank of San Francisco,Federal Reserve Bank,False,5836
Frederick Community College,Frederick Community College,False,5837
"Roux Associates, Inc.",Roux Associates,False,5838
"Early Warning Services, LLC",Early Warning Services,False,5839
De La Nonna,710 E 4TH Place,False,5840
SubCom,Subcom,False,5841
"Forfeiture Support Associates, LLC",SAIC,False,5842
Briggs & Stratton,Briggs & Stratton,False,5843
Cornell Scott-Hill Health Center,Cornell Scott-Hill Health Center,False,5844
Ava Community Energy,Unclassified,False,5845
Franchise World Headquarters LLC,Franchise World Headquarters.,False,5846
VIGOR INDUSTRIAL,Vigor Industrial,False,5847
Paradigm Technology,Paradigm Technology,False,5848
Ethos,Ethos International Ltd,False,5849
Texas A&M AgriLife,Texas A&M University,False,5850
WPS HEALTH SOLUTIONS,WPS Health,False,5851
Jefferson County Colorado,Jefferson County Colorado,False,5852
St. Luke's School,St. Luke's School,False,5853
METROHEALTH SOUTH CAMPUS,Unclassified,False,5854
Follett Software,Follett Software,False,5855
Aventura Mall,Aventura Mall,False,5856
"ePlus Technology, inc.",Eplus Technology,False,5857
Wisestep-Inc,Wisestep,False,5858
Amazon.com Services LLC,Amazon,False,5859
VHL Technologies,Vhl Technologies,False,5860
Chewy,Chewy,False,5861
Strues Inc,Strues,False,5862
RAPS IT CONSULTING,Raps It Consulting Private Ltd,False,5863
Refactor Talent,Refactor Talent,False,5864
KAISER PERMANENTE,Kaiser Permanente,False,5865
3B Staffing LLC,3B Staffing,True,5866
"Vivo, Inc.",Vivo Incorporated,False,5867
HUB International Limited,Hub International,False,5868
Dart Container,Dart Container,False,5869
The Johns Hopkins University Applied Physics Laboratory,The Johns Hopkins University Applied Physics Laboratory,False,5870
NR Consulting LLC,Nr Consulting,True,5871
CNSI,CNSI,False,5872
DGN Technologies,Dgn Technologies,False,5873
Alta Forest Products,Alta Forest Products,False,5874
Last Bottle Wines,Last Bottle Wines,False,5875
SOHO Square Solutions,Soho Square Solutions,False,5876
SDVS TECHNOLOGIES INC.,Sdvs Technologies,False,5877
State of Nevada DHHS-Analytics,Unclassified,False,5878
Sky Solutions LLC,Sky Solutions Sarl,False,5879
Forge intellect technologies,Unclassified,False,5880
Realtor.com,Realtor Agent,False,5881
Alpha Net Consulting LLC,Alpha Net Consulting,False,5882
Digerati Systems Inc,Digerati Systems,False,5883
"ASI Government, Inc.",Asi Government,False,5884
Princeton University,Princeton University,False,5885
"Request Technology, LLC",Request Technology,True,5886
Quirch Foods,Quirch Foods,False,5887
MSys Inc.,MSYS,False,5888
TRINITY ENVISION BUSINESS SERVICES LLC,Trinity Envision Business Services,False,5889
Stefanini Group,Stefanini,False,5890
Corporate Office,Unclassified,False,5891
Integrated Resources - Resume Account,Unclassified,False,5892
Camelot Integrated Solutions Inc.,Camelot Integrated Solutions,False,5893
"Capital Vacations, LLC",Capital Vacations,False,5894
Clubxyouthniversity,Unclassified,False,5895
SmithRx,Smithrx,False,5896
UICGS and Bowhead Family of Companies,UIC Government Services,False,5897
HF Sinclair,HollyFrontier,False,5898
Innovative Support Services for Industry (ICSI),Unclassified,False,5899
Nexus HR Services,Siemens,False,5900
STATE STREET BANK & TRUST CO,State Street Corporation,False,5901
North Carolina Farm Bureau Mutual Insurance Company,NC Farm Bureau Fed For NC Farm Bureau Mut Ins Co,False,5902
"Kennedy/Jenks Consultants, Inc.",Kennedy/Jenks Consultants,False,5903
"Q2 Software, Inc.",Q2 Software,False,5904
Interpublic Group,Interpublic Group,False,5905
Anser Advisory,Anser Advisory,False,5906
GSSR,Gssr,False,5907
"Yakshna Solutions, Inc.",Yakshna Solutions,False,5908
Octane,Octane,False,5909
Common Citizen,Common Citizen,False,5910
"Gilbane, Inc.",Gilbane,False,5911
Techwizens LLC,Unclassified,False,5912
"Spigot, Inc.",Spigot,False,5913
Estaff LLC,Estaff,True,5914
Ocean Spray,Ocean Spray International,False,5915
Kent,Kent International USA,False,5916
Sea Change Therapy,Sea Change Therapy Pllc,False,5917
Genworth North America Corporation,Genworth,False,5918
Metavue Corporation,Metavue Corporation,False,5919
Georgia Institute of Technology,Georgia Institute of Technology,False,5920
Be Strong International,Be Strong International,False,5921
Local Government Federal Credit Union,Local Government Federal Credit Union,False,5922
A&W Restaurants Inc,A&W Restaurant,False,5923
"Florida Cancer Specialists &amp; Research Institute, LLC",Florida Cancer Specialists,False,5924
Fellowes Brands,Fellowes,False,5925
Zealogics,Zealogics,False,5926
"SoftCorp International, Inc.",Softcorp,True,5927
Sparton Corporation,Sparton Corporation,False,5928
AFL-CIO,Afl Cio,False,5929
GRAIL Inc,Grail,False,5930
QuEST Global,Quest Global,False,5931
The Gori Law Firm,"Gori Julian & Associates, P.C.",False,5932
Critical Process Systems Group,Critical Process Systems Group,False,5933
TELESOFT LLC DBA CALERO,Calero,False,5934
Municipality of Anchorage,Municipality of Anchorage,False,5935
KIK Consumer Products,Produits de consommation KIK,False,5936
"Pricewaterhouse Coopers Advisory Services LLC,",PricewaterhouseCoopers,False,5937
County of Los Angeles: Registrar-Recorder / County Clerk,County Of Los Angeles Registrar-Recorder/County Clerk Department,False,5938
MileOne_Test,MileOne Autogroup,False,5939
Boston Children's Hospital,Boston Children's Hospital,False,5940
Plexus Worldwide,Plexus Worldwide,False,5941
"R.S. Hughes Co., Inc.",R.S. Hughes,False,5942
THE RESCUE MISSION,The Rescue Mission,False,5943
"Pyramid Consulting, Inc",Pyramid Consulting,True,5944
The Seer Group,The Seer Group,False,5945
"Patriot Group International, Inc.",Patriot Group International,False,5946
"Frontier Communications Parent, Inc",Unclassified,False,5947
Regal Beloit,Regal Beloit,False,5948
TMG Services,Tmg Corporate Services,False,5949
"ICS Global Soft, Inc.",Ics Global Soft,False,5950
Forhyre,Forhyre.com,False,5951
Health Care Service Corporation,Health Care Service Corporation,False,5952
"RC Furniture, Inc.",Rc Furniture,False,5953
Ace Hardware,Ace Hardware,False,5954
"MetLife Services and Solutions, LLC.",MetLife,False,5955
LeafLink,Leaflink,False,5956
2i Solutions,2i Solutions LTD,False,5957
"F5 Networks, Inc",F5,False,5958
Inspire Brands,Inspire Brands,False,5959
AXA Group,AXA,False,5960
"Clairvoyant, LLC",Clairvoyant,False,5961
NYU Grossman School of Medicine,New York University,False,5962
Apidel Technologies,Apidel Technologies,True,5963
Ascend Elements,Unclassified,False,5964
"Advanced Technology Group, Inc",Advanced Us Technology Group,False,5965
SPL CONSULTING INC,Spl Consulting,False,5966
Saic,SAIC,False,5967
Valley Medical Center,Valley Medical Center,False,5968
Rivian Europe B.V.,Rivian,False,5969
Telus International AI Data Solutions,Unclassified,False,5970
EvergreenHealth,EvergreenHealth,False,5971
Public Company Accounting Oversight Board,Pcaob,False,5972
Corewell Health System,Unclassified,False,5973
Seaboard Foods,Seaboard Foods,False,5974
Vision 3000 IT Business Solutions,Vision 3000 It Business Solutions,False,5975
Vminds Technologies Inc,Unclassified,False,5976
National Collegiate Athletic Association,National Collegiate Athletic Association,False,5977
Nordstrom,Nordstrom,False,5978
JSVV SOLS LLC,Unclassified,False,5979
GoGo Squeez,Gogo Squeez,False,5980
"Genric, Inc.",Genric,False,5981
Hewlett Packard,HP,False,5982
Dignari,Dignari,False,5983
Digital Factory,Digital Factory Sarl,False,5984
Shaker Recruitment Marketing,Shaker Recruitment Marketing,True,5985
Perkins Coie LLP,Perkins Coie,False,5986
